date,portfolio_return,benchmark_return,excess_return,regime
2019-04-18,-0.009866365184881973,-0.0004512420807637,-0.009415123104118272,Bull
2019-04-19,0.004023800414931692,0.0028885110474266,0.0011352893675050926,Bull
2019-04-22,0.003596412647192751,0.0106365122353644,-0.00704009958817165,Bull
2019-04-23,-0.000380762178474198,0.0082791855938058,-0.008659947772279998,Bull
2019-04-24,0.001693005274398324,0.0007979002622968,0.000895105012101524,Bull
2019-04-25,-0.002415846679868165,0.007924024362744,-0.010339871042612164,Bull
2019-04-26,0.005105412249861593,-0.0018680894511552,0.006973501701016793,Bull
2019-04-29,-0.002337299585141334,-0.0017048442612311,-0.000632455323910234,Bull
2019-04-30,0.004533530982647411,0.0093941571489442,-0.004860626166296788,Bull
2019-05-01,-0.002311735659128352,-0.0101526801714555,0.007840944512327148,Bear
2019-05-02,-0.002741525479559156,-0.0141839441160742,0.011442418636515043,Bear
2019-05-03,0.0032132037808291227,-0.0066875177344656,0.009900721515294723,Bear
2019-05-06,3.6128115071607696e-05,0.0060792793794308,-0.006043151264359193,Bull
2019-05-07,-0.0016431443845349055,0.0126032634449129,-0.014246407829447805,Bull
2019-05-08,-0.004100728150050588,-0.013125530995825,0.009024802845774412,Bear
2019-05-09,-0.0010613926922761214,-0.0054195712341018,0.004358178541825679,Bear
2019-05-10,-0.0005460664513060793,-0.0064230777421183,0.005877011290812221,Bear
2019-05-13,-0.0016476890791407304,0.0084510415966332,-0.01009873067577393,Bull
2019-05-14,-0.008323851645583481,-0.0102720361818066,0.0019481845362231184,Bear
2019-05-15,-0.0041935131390811505,-0.0206070041830027,0.01641349104392155,Bear
2019-05-16,-0.0001898887377583564,0.0006478656893771,-0.0008377544271354564,Bull
2019-05-17,0.002168646154113006,-0.004289679193554,0.006458325347667006,Bull
2019-05-20,0.003279414553844994,-0.0051649497854523,0.008444364339297294,Bear
2019-05-21,0.0004423300336933384,-0.0002793009243748,0.0007216309580681384,Bull
2019-05-22,0.003538175425855179,0.0008018471772848,0.0027363282485703792,Bull
2019-05-23,-0.0014112993373247007,-0.0076438842969233,0.0062325849595986,Bear
2019-05-24,-0.0020816612983591085,0.0040960719107863,-0.006177733209145409,Bull
2019-05-27,-0.0021145109328255434,-0.008014215540618,0.0058997046077924565,Bear
2019-05-28,-0.0004738374865625263,0.0002091589367052,-0.0006829964232677263,Bull
2019-05-29,-0.0008217829426790399,-0.0069589107042644,0.00613712776158536,Bear
2019-05-30,0.0016723899032964366,-0.0091423219738584,0.010814711877154836,Bear
2019-05-31,-0.003956505022851437,0.0023316920976046,-0.006288197120456036,Bull
2019-06-03,0.002741944297300615,-0.0074292459596285,0.010171190256929115,Bear
2019-06-04,0.0005132591351995697,0.0112974658765914,-0.010784206741391831,Bull
2019-06-05,0.0026237249550401585,-0.0002084818874455,0.0028322068424856584,Bull
2019-06-06,0.003533330769847791,-0.0064036330792598,0.00993696384910759,Bear
2019-06-07,0.003066113604405562,-0.01073655357903,0.013802667183435563,Bear
2019-06-10,-0.006137519560753529,-0.0064183015781037,0.00028078201735017103,Bear
2019-06-11,-0.002570939246643547,0.0009656110273104,-0.003536550273953947,Bull
2019-06-12,0.0009095929118154524,-0.0057410774839065,0.006650670395721953,Bear
2019-06-13,-0.002678672619103255,0.0147223273271615,-0.017400999946264754,Bull
2019-06-14,-0.0016013698060943255,-0.0119725405777152,0.010371170771620876,Bear
2019-06-17,0.0016531046025881355,-0.0034439309907389,0.005097035593327036,Bull
2019-06-18,0.0016364098740107717,-0.0084315393557876,0.010067949229798373,Bear
2019-06-19,0.0028132738513102955,-0.0134879786837832,0.016301252535093496,Bear
2019-06-20,-0.004085188967224297,-0.0133150521274669,0.009229863160242604,Bear
2019-06-21,0.001406744952139485,-0.0069071762594081,0.008313921211547585,Bear
2019-06-24,-0.0008596334173477799,0.0014180393255818,-0.00227767274292958,Bull
2019-06-25,-0.00014191599573729974,0.016214846216443,-0.0163567622121803,Bull
2019-06-26,0.0018621149382401724,-0.0116423431153295,0.013504458053569673,Bear
2019-06-27,0.08366027114785465,0.0178519080710215,0.06580836307683316,Bull
2019-06-28,0.07995943005099426,0.0063456975820501,0.07361373246894416,Bull
2019-07-01,0.08233743063382773,-0.0002991912371336,0.08263662187096132,Bull
2019-07-02,0.08200270622962402,-0.0093134044984597,0.09131611072808372,Bear
2019-07-03,0.08009914602845203,0.0227806194059392,0.05731852662251283,Bull
2019-07-04,0.07825660356301581,-0.0153192513716814,0.09357585493469721,Bear
2019-07-05,0.07488080470375591,-0.0091785945571108,0.08405939926086671,Bear
2019-07-08,0.07352430005212678,0.0182982586941267,0.05522604135800008,Bull
2019-07-09,0.07817596593229416,-0.0004541321773302,0.07863009810962436,Bull
2019-07-10,0.07990976696435141,-0.0131223757537147,0.09303214271806612,Bear
2019-07-11,0.07320238859796908,0.0144265351857715,0.058775853412197585,Bull
2019-07-12,0.07559202345250969,0.0130006619020395,0.0625913615504702,Bull
2019-07-15,0.06687096128768803,0.0086005924966898,0.058270368790998235,Bull
2019-07-16,0.07574342396755414,-0.0013086690462674,0.07705209301382154,Bull
2019-07-17,0.06875995825711788,-0.0069972045110248,0.07575716276814268,Bear
2019-07-18,0.07791097833132762,-0.0023419140857408,0.08025289241706843,Bull
2019-07-19,0.07574116611045476,0.0191987768999082,0.05654238921054655,Bull
2019-07-22,0.07660424323834907,0.014830892350867,0.061773350887482065,Bull
2019-07-23,0.07443659791281669,0.0123398387840261,0.06209675912879059,Bull
2019-07-24,0.07308307197783116,-0.0003609576121437,0.07344402958997487,Bull
2019-07-25,0.07529383746091539,0.0114960454649584,0.06379779199595699,Bull
2019-07-26,0.08091349100686117,0.0171319184468869,0.06378157255997427,Bull
2019-07-29,0.07455668423451382,-0.0160570214063064,0.09061370564082022,Bear
2019-07-30,0.07923882825169196,0.0025949549531207,0.07664387329857125,Bull
2019-07-31,0.07708306384981133,-0.0118007557875812,0.08888381963739253,Bear
2019-08-01,0.07689911739737956,0.0031245147191227,0.07377460267825686,Bull
2019-08-02,0.07487400435567007,0.0067135026779452,0.06816050167772487,Bull
2019-08-05,0.0699880438529099,-0.0029378093702473,0.0729258532231572,Bull
2019-08-06,0.07028426303061723,0.0007447616189133,0.06953950141170392,Bull
2019-08-07,0.06719471041021328,0.0076802980169909,0.05951441239322239,Bull
2019-08-08,0.07342741207678251,-0.0091331334551972,0.08256054553197971,Bear
2019-08-09,0.07326534704305401,-0.0057805146782849,0.07904586172133891,Bear
2019-08-12,0.0757243637163616,0.0077682520996333,0.06795611161672829,Bull
2019-08-13,0.07253771964684122,0.0119001688520572,0.06063755079478402,Bull
2019-08-14,0.06501633605533748,-0.0028968674423535,0.06791320349769098,Bull
2019-08-15,0.060331030589324916,-0.013796435280329,0.07412746586965392,Bear
2019-08-16,0.06730612437170322,-0.0036421933487926,0.07094831772049581,Bull
2019-08-19,0.06001962042200256,0.0104240158562654,0.04959560456573716,Bull
2019-08-20,0.06471585240431586,0.0027723068197573,0.061943545584558564,Bull
2019-08-21,0.061919743956631856,0.0095192074612444,0.05240053649538746,Bull
2019-08-22,0.06947489560909635,-0.002893210155622,0.07236810576471835,Bull
2019-08-23,0.06727518905615779,-0.006387345703933,0.07366253476009078,Bear
2019-08-26,0.06409965193844451,0.0062304398429102,0.05786921209553431,Bull
2019-08-27,0.06811595878908008,0.0011600745818807,0.06695588420719939,Bull
2019-08-28,0.07762716267826303,-0.0056086248701825,0.08323578754844553,Bear
2019-08-29,0.07346196254945322,-0.004546918807279,0.07800888135673223,Bull
2019-08-30,0.07857033429520935,-0.0027644457390162,0.08133478003422555,Bull
2019-09-02,0.0750193126499012,0.0075113752106799,0.06750793743922129,Bull
2019-09-03,0.0766043137749798,-0.0016276087905194,0.0782319225654992,Bull
2019-09-04,0.07686314501975144,7.531627987944489e-08,0.07686306970347156,Bull
2019-09-05,0.06774970928348985,0.0094857759900885,0.05826393329340135,Bull
2019-09-06,0.06744519299481425,0.0046925710261138,0.06275262196870045,Bull
2019-09-09,0.07173503148477108,0.0009189190656408,0.07081611241913027,Bull
2019-09-10,0.061943988722386725,-0.0053198886055799,0.06726387732796663,Bear
2019-09-11,0.06250370152094392,0.0016214796993356,0.06088222182160832,Bull
2019-09-12,0.0639711185152574,-0.0141459587154387,0.0781170772306961,Bear
2019-09-13,0.05929718742333879,-0.004094467011629,0.06339165443496779,Bull
2019-09-16,0.05347699031794047,-0.0094547498185063,0.06293174013644677,Bear
2019-09-17,0.051969780177908584,0.0200940020914268,0.03187577808648179,Bull
2019-09-18,0.052718370143461375,-0.0060336111063482,0.05875198124980958,Bear
2019-09-19,0.06063617783914182,0.0039564755231764,0.05667970231596542,Bull
2019-09-20,0.05373043888743455,0.0119710201490115,0.04175941873842305,Bull
2019-09-23,0.06113497499656055,-0.0011532598131963,0.06228823480975685,Bull
2019-09-24,0.11761538318907766,0.0040880817215609,0.11352730146751676,Bull
2019-09-25,0.11115727186733587,-0.008377275508737,0.11953454737607287,Bear
2019-09-26,0.1114887690168916,-0.0040848646302853,0.1155736336471769,Bull
2019-09-27,0.12302289352927068,0.0182782458978252,0.10474464763144548,Bull
2019-09-30,0.11909834856329887,-0.0057874207197776,0.12488576928307647,Bear
2019-10-01,0.11121279813812313,-0.013332308576578,0.12454510671470112,Bear
2019-10-02,0.10948948184885243,-0.0054158953321216,0.11490537718097403,Bear
2019-10-03,0.1175140655028552,-0.0103320515180532,0.1278461170209084,Bear
2019-10-04,0.11695251191017017,0.0030364807331091,0.11391603117706108,Bull
2019-10-07,0.11494378459687626,0.0148222882779578,0.10012149631891847,Bull
2019-10-08,0.12061380005928442,0.008887812805419,0.11172598725386541,Bull
2019-10-09,0.11381713285765593,0.0136221430436211,0.10019498981403484,Bull
2019-10-10,0.12240371019386806,-0.0031183001550207,0.12552201034888877,Bull
2019-10-11,0.12455627638390984,-0.0022010057139479,0.12675728209785775,Bull
2019-10-14,0.12245360913849676,-0.0096687209864961,0.13212233012499286,Bear
2019-10-15,0.1100493882189873,0.0026405059289078,0.1074088822900795,Bull
2019-10-16,0.1171958735709511,0.0014025650779097,0.1157933084930414,Bull
2019-10-17,0.1307099901083007,-0.006069002085661,0.1367789921939617,Bear
2019-10-18,0.1128335906829569,-0.0117394222743121,0.124573012957269,Bear
2019-10-21,0.1253578821208821,0.00589343062665,0.11946445149423211,Bull
2019-10-22,0.12608872181986713,-0.0014237134884267,0.12751243530829384,Bull
2019-10-23,0.11626898596601812,0.0101372771591869,0.10613170880683122,Bull
2019-10-24,0.11626287185832855,-0.0093950799633286,0.12565795182165715,Bear
2019-10-25,0.1127737203709768,-0.0016273051561394,0.1144010255271162,Bull
2019-10-28,0.10873945779681998,-0.0035619733102318,0.11230143110705178,Bull
2019-10-29,0.10868490549358896,0.0004652529307851,0.10821965256280386,Bull
2019-10-30,0.11685407473395262,0.0068283983314616,0.11002567640249103,Bull
2019-10-31,0.11586853487819336,0.0073591217017741,0.10850941317641927,Bull
2019-11-01,0.12414342528160166,-0.0037203049074715,0.12786373018907315,Bull
2019-11-04,0.12831916744013339,-0.0061585321999636,0.13447769964009698,Bear
2019-11-05,0.11569863707240526,-0.0033045167008055,0.11900315377321076,Bull
2019-11-06,0.114195544389494,0.0028845158078261,0.1113110285816679,Bull
2019-11-07,0.11565809338605004,-0.0121883189988538,0.12784641238490385,Bear
2019-11-08,0.10626188733265063,-0.015165537894949,0.12142742522759963,Bear
2019-11-11,0.12044435343652093,0.0027158698663716,0.11772848357014934,Bull
2019-11-12,0.11028496007370836,-0.0061346101076502,0.11641957018135857,Bear
2019-11-13,0.11624701865837576,0.0121878329441742,0.10405918571420156,Bull
2019-11-14,0.10491172670268138,0.0051281839443231,0.09978354275835828,Bull
2019-11-15,0.11385388949708433,-0.00391445385339,0.11776834335047433,Bull
2019-11-18,0.11790661523248705,0.013544223767639,0.10436239146484805,Bull
2019-11-19,0.12453080719881088,0.0112769911473564,0.11325381605145447,Bull
2019-11-20,0.12834582298429498,0.0204332342407622,0.10791258874353278,Bull
2019-11-21,0.1263202996555337,0.0069836046071445,0.1193366950483892,Bull
2019-11-22,0.13074306779634257,-0.018510203749211,0.14925327154555357,Bear
2019-11-25,0.12922885014763866,0.0112887029284403,0.11794014721919836,Bull
2019-11-26,0.12384034994776558,0.0112387553645465,0.11260159458321908,Bull
2019-11-27,0.127570201392155,0.0045197333719286,0.1230504680202264,Bull
2019-11-28,0.12230962209060456,0.0067841647369295,0.11552545735367506,Bull
2019-11-29,0.13574423717286271,0.0017116315897651,0.13403260558309762,Bull
2019-12-02,0.12418284839097393,-0.003805096256738,0.12798794464771193,Bull
2019-12-03,0.12339513506327365,0.0056663137524977,0.11772882131077596,Bull
2019-12-04,0.12347149881895328,-0.0151821445933898,0.13865364341234307,Bear
2019-12-05,0.11720764202912587,-0.0191441050556597,0.13635174708478556,Bear
2019-12-06,0.12130253281025566,0.0073057949756631,0.11399673783459256,Bull
2019-12-09,0.12349447423582348,-0.0001799937113478,0.12367446794717128,Bull
2019-12-10,0.11178632829478895,0.0049666890039967,0.10681963929079225,Bull
2019-12-11,0.1176014222755466,-0.0142756967842151,0.13187711905976168,Bear
2019-12-12,0.1185163258760197,-0.0014223370841782,0.11993866296019791,Bull
2019-12-13,0.12025486539484412,-0.0102388017848649,0.130493667179709,Bear
2019-12-16,0.11133224961475638,0.0142714955536258,0.09706075406113057,Bull
2019-12-17,0.13948262748205575,-0.0177951969001105,0.15727782438216625,Bear
2019-12-18,0.10909609211071737,-0.0203414549753722,0.12943754708608957,Bear
2019-12-19,0.10319643677236767,0.0356967675229789,0.06749966924938877,Bull
2019-12-20,0.07598517517416987,-0.0350226430833381,0.11100781825750797,Bear
2019-12-23,0.06342141923158463,-0.0106013283175253,0.07402274754910994,Bear
2019-12-24,0.08098244925956412,0.0078150129671623,0.07316743629240181,Bull
2019-12-25,0.05130720993999715,-0.0274714580679344,0.07877866800793154,Bear
2019-12-26,0.08254868075010247,0.0180161743443612,0.06453250640574126,Bull
2019-12-27,0.06579767286182721,-0.0453097040913084,0.1111073769531356,Bear
2019-12-30,0.05001802618334572,-0.0128301703488395,0.06284819653218522,Bear
2019-12-31,0.03740766237993369,-0.0586013090178009,0.0960089713977346,Bear
2020-01-01,0.05520597083631372,-0.0103239677407528,0.06552993857706652,Bear
2020-01-02,0.031755516129699075,0.0003321180016606,0.031423398128038474,Bull
2020-01-03,0.017416702428112593,0.0430061882940377,-0.025589485865925105,Bull
2020-01-06,0.016522573282311305,-0.021049446209031,0.037572019491342305,Bear
2020-01-07,0.011408432300395352,-0.0045910578617646,0.01599949016215995,Bull
2020-01-08,0.011537031863506778,-0.0127015286031932,0.024238560466699977,Bear
2020-01-09,0.03398279387381474,-0.0445480466066299,0.07853084048044465,Bear
2020-01-10,0.013488025206900943,0.0008389053838171,0.012649119823083843,Bull
2020-01-13,0.03892649222665105,-0.0356700856533643,0.07459657788001535,Bear
2020-01-14,0.023938441414718046,-0.0442706415102127,0.06820908292493075,Bear
2020-01-15,0.029376244710626095,-0.0210462157671325,0.0504224604777586,Bear
2020-01-16,0.02857407424741895,-0.0320748331819649,0.06064890742938385,Bear
2020-01-17,0.0395606149241292,-0.0185146373457139,0.0580752522698431,Bear
2020-01-20,0.04424214729114725,0.0201442707140049,0.02409787657714235,Bull
2020-01-21,0.024915164152877613,-0.0078868014156865,0.032801965568564115,Bear
2020-01-22,0.03659199545562145,-0.0617167244157482,0.09830871987136966,Bear
2020-01-23,0.04232907918836489,-0.0080413933219539,0.050370472510318794,Bear
2020-01-24,0.019327055647666725,-0.0244548300934508,0.04378188574111752,Bear
2020-01-27,0.04224984457098615,-0.0124503399834752,0.05470018455446135,Bear
2020-01-28,0.02250519150057095,0.0119522763109454,0.010552915189625551,Bull
2020-01-29,0.014908986654493877,-0.005485904391423,0.020394891045916876,Bear
2020-01-30,0.018269408864080953,-0.0057755985323197,0.024045007396400656,Bear
2020-01-31,0.014813405413962099,-0.0006619698160678,0.0154753752300299,Bull
2020-02-03,0.021463816740786325,-0.0013949137289275,0.022858730469713824,Bull
2020-02-04,0.021863143519016307,0.0143544828096122,0.007508660709404107,Bull
2020-02-05,0.016789370842383206,-0.002248976577695,0.019038347420078205,Bull
2020-02-06,0.02387145006946877,0.0121555035210352,0.01171594654843357,Bull
2020-02-07,0.03251536159143181,0.0031734217138299,0.029341939877601912,Bull
2020-02-10,0.030310512419039086,0.0053253609218799,0.024985151497159186,Bull
2020-02-11,0.017142995646689092,0.0038356727088988,0.013307322937790293,Bull
2020-02-12,0.023333966877863314,0.0043102564127837,0.019023710465079613,Bull
2020-02-13,0.02759860200624556,0.0092026103184381,0.018395991687807457,Bull
2020-02-14,0.025114585785317448,-0.0023097008566166,0.027424286641934047,Bull
2020-02-17,0.020848252721646053,0.0101750743573421,0.010673178364303954,Bull
2020-02-18,0.029710613631121093,0.0166248860020634,0.013085727629057693,Bull
2020-02-19,0.023374139063213773,-0.016879918350063,0.04025405741327677,Bear
2020-02-20,0.025798607406072958,-0.0141977156834398,0.03999632308951276,Bear
2020-02-21,0.027354281794245337,-0.0029454479196535,0.030299729713898837,Bull
2020-02-24,0.026720832214433426,-0.0042305373793473,0.030951369593780725,Bull
2020-02-25,0.025457821392538698,0.0024310516027834,0.0230267697897553,Bull
2020-02-26,0.021778386756781773,-0.0225745178009649,0.044352904557746674,Bear
2020-02-27,0.02148037767292241,0.0120916106470172,0.009388767025905211,Bull
2020-02-28,0.021230873941643913,0.0134269020448398,0.0078039718968041134,Bull
2020-03-02,0.027380488552004898,5.8826538189560296e-06,0.027374605898185942,Bull
2020-03-03,0.032574317864462674,0.0001966019469465,0.032377715917516176,Bull
2020-03-04,0.025565173643735745,-0.0085514067702598,0.03411658041399555,Bear
2020-03-05,0.030083870952979368,-0.012637393562507,0.04272126451548637,Bear
2020-03-06,0.02742660001034079,-0.0128595729303463,0.04028617294068709,Bear
2020-03-09,0.027834566102085765,0.0109271808351787,0.016907385266907063,Bull
2020-03-10,0.03651368732905149,0.0221406740607086,0.01437301326834289,Bull
2020-03-11,0.033318292904901174,-0.000106127412137,0.03342442031703818,Bull
2020-03-12,0.03421878301765033,-0.0167040005359039,0.05092278355355423,Bear
2020-03-13,0.03586368136535241,-0.0037269423825582,0.03959062374791061,Bull
2020-03-16,0.03199778398411903,-0.0120515976307772,0.04404938161489623,Bear
2020-03-17,0.028712177284070564,-0.0087487207659819,0.03746089805005246,Bear
2020-03-18,0.07751648292835697,-0.0108138518492392,0.08833033477759618,Bear
2020-03-19,0.08949982899355943,0.0060414481855617,0.08345838080799774,Bull
2020-03-20,0.08269053943694185,-0.0113809505651915,0.09407149000213336,Bear
2020-03-23,0.09082838125524448,-0.0065307287685184,0.09735911002376288,Bear
2020-03-24,0.0929780219368159,-0.0055802611417972,0.0985582830786131,Bear
2020-03-25,0.08967430566974163,-0.0017766949137492,0.09145100058349083,Bull
2020-03-26,0.08161951309003446,-8.544459981130181e-05,0.08170495768984576,Bull
2020-03-27,0.08269986489743655,0.020418672146492,0.062281192750944556,Bull
2020-03-30,0.07496350045888067,0.0035840593953946,0.07137944106348607,Bull
2020-03-31,0.08920523928713428,0.0190255488347963,0.07017969045233798,Bull
2020-04-01,0.08748818643006948,0.0304467686121228,0.05704141781794668,Bull
2020-04-02,0.07368679588705457,-0.0032164241499077,0.07690322003696226,Bull
2020-04-03,0.08802432396884294,-0.0065310516230322,0.09455537559187514,Bear
2020-04-06,0.08089645625883081,0.0045289571473687,0.07636749911146211,Bull
2020-04-07,0.08287758454725097,0.0036202759501993,0.07925730859705167,Bull
2020-04-08,0.08458052750011694,-0.0190119788706309,0.10359250637074784,Bear
2020-04-09,0.090339419259029,-0.0072467047692991,0.0975861240283281,Bear
2020-04-10,0.08565716289989794,-0.0011915168133536,0.08684867971325154,Bull
2020-04-13,0.08126618575269504,-0.0224493096814553,0.10371549543415033,Bear
2020-04-14,0.06676271432275034,0.0003654536524853,0.06639726067026504,Bull
2020-04-15,0.0787961299276513,-0.0029664011145371,0.08176253104218839,Bull
2020-04-16,0.07582999395894775,0.0019416091805304,0.07388838477841736,Bull
2020-04-17,0.06584835257795976,-0.0014418635780445,0.06729021615600426,Bull
2020-04-20,0.06865489400061732,0.0086157229402734,0.06003917106034392,Bull
2020-04-21,0.0713054182192799,-0.0023406712319532,0.07364608945123309,Bull
2020-04-22,0.07417475254930903,-0.0030139181218561,0.07718867067116512,Bull
2020-04-23,0.0742482757576122,-0.0158038005019284,0.09005207625954059,Bear
2020-04-24,0.08230280799908321,0.0055664222520332,0.07673638574705001,Bull
2020-04-27,0.06909068961983308,-0.0294662263102765,0.09855691593010958,Bear
2020-04-28,0.07429525998984046,-0.0224528134568279,0.09674807344666836,Bear
2020-04-29,0.06271532178137489,0.0196350035333559,0.04308031824801899,Bull
2020-04-30,0.07470859105188646,0.009988352493506,0.06472023855838045,Bull
2020-05-01,0.07099175284948668,0.0113978787146133,0.05959387413487338,Bull
2020-05-04,0.07724550158836475,-0.0085954292809566,0.08584093086932135,Bear
2020-05-05,0.08204867312681591,0.0168942208118298,0.06515445231498611,Bull
2020-05-06,0.08194383631231017,-0.0129358035341924,0.09487963984650256,Bear
2020-05-07,0.07928561319241947,-0.0090647272997651,0.08835034049218457,Bear
2020-05-08,0.0773870193370022,0.0037437301131659,0.07364328922383631,Bull
2020-05-11,0.07789571698924751,0.0083346714824017,0.0695610455068458,Bull
2020-05-12,0.08946805685163561,-0.0154239769933673,0.10489203384500291,Bear
2020-05-13,0.09107700640243896,0.0075030047170112,0.08357400168542777,Bull
2020-05-14,0.08791331408487604,0.0205492895756311,0.06736402450924495,Bull
2020-05-15,0.09256300022036351,-0.017072458610819,0.10963545883118252,Bear
2020-05-18,0.08380792710493024,-0.0031333770524103,0.08694130415734054,Bull
2020-05-19,0.09275640751557093,-0.0129896309077098,0.10574603842328073,Bear
