report_date,period_end,symbol,sector,revenue,ebitda,net_income,operating_cf,capex,fcf,total_debt,cash,equity,invested_capital,roic,wacc,fcf_conversion,debt_ebitda,gross_margin,pe,pb,ev_ebitda
2019-05-15,2019-03-31,CPF,Tourism,48354940549.39025,10556359401.989498,4655086063.216434,5797494280.096831,4782909911.754598,1014584368.3422337,536893856406.3713,22496610206.777653,51563533254.036415,130525792643.73636,0.13961880006419078,0.04139045271872145,0.2179517960708134,2.4729319583252707,0.4483601469367606,8.345815833525915,0.8628159085892793,7.926042238335034
2019-05-15,2019-03-31,CPN,Agri & Food,151943173572.5346,39780049822.29434,17918008688.97677,18233514651.23293,13352803414.935932,4880711236.296997,941235685992.3882,73190568172.55225,167244307694.53464,318830296732.4927,0.13767812367453244,0.048561085949846074,0.27239138684532677,1.6029657989709571,0.384002010777699,14.79853040604521,3.5447030370061063,10.37382241322075
2019-05-15,2019-03-31,DELTA,Consumer,12856736166.130835,2218981471.642219,1202377777.0585277,1474612894.191082,530205065.6520967,944407828.5389853,329370389591.2319,4481796112.859408,16005389261.327988,42870448207.47619,0.16504231285685428,0.047178174281258145,0.7854501692881959,3.863975319789283,0.29980651045268014,18.902500876379232,0.7974653720066297,6.406835890301092
2019-05-15,2019-03-31,EA,Financials,18463438248.943428,2777238615.0994887,1457666768.3513277,1814061667.0971165,1704263849.561348,109797817.53576851,122162248447.5885,4738315672.992648,21751050466.251507,12762439164.100159,0.18784807887580926,0.05290519212215336,0.07532436076590653,0.919074010761079,0.32457101793884136,12.15424663988291,1.190064987330519,9.39362921007673
2019-05-15,2019-03-31,EGCO,Industrials,29438831485.966133,8779968560.285164,3581671701.139155,3698328320.364271,1451572610.193173,2246755710.171098,199316015043.72488,11133344702.325182,36108653793.91971,78624761987.87813,0.08151167580784292,0.04410797428003213,0.6272924761519921,1.7910032694997366,0.3652502892503021,27.26107656782732,1.2964453556899922,11.98131852193236
2019-05-15,2019-03-31,EP,Petrochem & Chem,24780971348.751255,7428417462.349822,4532040197.625114,4829691567.234662,1021719130.2189877,3807972437.0156746,134999431822.97307,8143650886.591025,28412578836.218113,57551766344.14341,0.20489393185067148,0.05187292372824191,0.8402335970036482,1.5495027476804766,0.44158371747606284,11.428906983875748,1.7214853795337515,13.330611450499196
2019-05-15,2019-03-31,ERT,Property,32384120551.82244,7456597976.15976,4073074013.303838,5516082425.157013,1057295106.073397,4458787319.083616,221941405045.7422,6210967833.3297,38154713703.17358,54325355028.80738,0.09349610076787393,0.06468263062372215,1.0946983296939676,1.4571083274838321,0.21862526846738367,9.843052656703797,1.3519159697687528,14.984708048829294
2019-05-15,2019-03-31,GFPT,Health Care,351093772696.7582,62118486907.92117,34306841709.884895,40496770874.09505,12392703873.378853,28104067000.716194,7494960184690.683,129609591220.89532,421854812967.05756,1062155308102.3597,0.16403181135738154,0.04295467068027598,0.8191971513547549,3.4197719905084063,0.2895627332355567,14.988835948572573,2.69547253613496,13.75570150498602
2019-05-15,2019-03-31,GULF,Resources,11998918802.49172,3265868342.819,1663667977.546044,2400369172.986421,614706987.4672352,1785662185.519186,25332926441.794777,2323571879.61575,13341543949.333797,9181160803.864906,0.14961903180476888,0.06118411601923762,1.0733284583340281,0.5622492911603414,0.3796360151285696,20.98588557231775,1.2497707970875058,6.280156408801569
2019-05-15,2019-03-31,HMPRO,Services,18156470982.81652,3971689564.925306,2314935689.1241927,2405960969.5908585,1628659581.3597207,777301388.2311378,92866102226.55556,4458225583.247324,20391565666.75678,21522310306.76809,0.1154057091148124,0.06558785177042423,0.33577666623007285,1.0837861295522904,0.4254971298464303,12.514631581569668,1.0815608861793733,9.212503706587515
2019-05-15,2019-03-31,INTUCH,Technology,70197595288.06364,19725514142.385193,8501528093.72258,12299607686.201132,3235762454.6199036,9063845231.581228,396787816675.9337,18015031305.20049,81039469569.09341,147624778525.93954,0.1385390713279425,0.04919710989377206,1.066143066476938,1.4967901719603935,0.26458846711367173,12.784950979038564,2.3824543193648675,6.920825221675602
2019-05-15,2019-03-31,IRPC,Tourism,8953643648.72966,2618966606.001578,1263938340.3019292,1395389622.451514,407927997.95526195,987461624.4962521,138879474039.38297,2720430854.850992,10491388531.607763,55160513425.286446,0.1048502085090855,0.05454443615494875,0.781257750485176,4.212387687485712,0.2701702835924873,16.500882554558427,2.151859968983779,8.181528114723012
2019-05-15,2019-03-31,JAS,Agri & Food,39899570082.80135,10186999099.62476,6358166414.835114,6494934774.859024,3272781685.1718054,3222153089.6872187,564705003429.0801,19085333015.899612,48158207014.90441,165897078204.34137,0.07369221999904937,0.05788198558583027,0.5067739469934555,3.2570352972830285,0.22614358352939212,12.090497259997878,1.3342509631747277,11.913117529998111
2019-05-15,2019-03-31,KBANK,Consumer,16692940159.131664,4308571732.25497,2443523060.016934,2653267872.6559014,788318243.9045665,1864949628.751335,279490724822.764,6067873424.950644,17585376556.904385,96141886177.23425,0.1845044911570826,0.0444006859412335,0.7632216201546347,4.462819335581383,0.2771929015724678,20.799332040453425,2.0166043642430846,8.603497214174709
2019-05-15,2019-03-31,KCE,Financials,13939780324.359884,2109891969.4115608,1146245378.1831772,1569319545.2775972,849657822.2938288,719661722.9837683,307619744212.2109,3781220944.132889,14759761605.106606,36204492465.432465,0.12349332836418059,0.03955601935905004,0.6278426388287359,3.4318811569797796,0.27244612635850396,23.085971030338975,1.8501829924273547,7.132577179028752
2019-05-15,2019-03-31,KTB,Industrials,14009690978.381033,2551154076.60323,1548875185.5565968,2062091610.3730927,1239056493.2199023,823035117.1531904,46885488318.548294,3855878490.491427,15888710288.656305,7456889543.063039,0.1675668426827659,0.07257651479176923,0.5313760106870252,0.5845895088384171,0.44127893188345324,16.986811939625287,1.4969512333242099,12.861474532145708
2019-05-15,2019-03-31,LH,Petrochem & Chem,24001302698.716496,6629510797.335044,2873150869.971605,3074622986.5016875,1394250182.9229333,1680372803.5787542,421429672494.423,7661390130.668734,28730414833.59236,146108154676.7904,0.18971644027293807,0.037645916407762825,0.5848536605372767,4.407811048004432,0.3429372472266151,27.476062309765414,2.7902098358458485,13.512701571252375
2019-05-15,2019-03-31,M,Property,62678513161.599106,10928280906.866325,6057738741.032498,6221476335.071698,1899072490.8413763,4322403844.230322,1080481970892.1584,25496482666.948345,73362990463.6629,152647116180.9217,0.09999956048928382,0.04700105757659744,0.7135342128494632,2.79361626008373,0.32493198283643204,20.37577911778767,2.531827346128655,11.043083029397101
2019-05-15,2019-03-31,MAJOR,Health Care,31978272358.35181,9446484235.740753,3832296750.631884,4421134649.997731,3092334957.1613526,1328799692.8363786,396333405380.4871,10713760048.889399,38077662179.66594,157993385394.29865,0.16236885612043175,0.051390524255835845,0.3467371603248837,3.3450198285734922,0.2562556227814938,13.898738511412136,1.0851856202708814,6.715169583974657
2019-05-15,2019-03-31,MFEC,Resources,10189139356.3026,1658267131.0063527,981785269.4220147,1128103003.6318147,341969108.1966828,786133895.4351319,172595491283.8236,1949362468.5581975,11455257551.568707,22118677827.705997,0.19958282885691303,0.054005740074238195,0.8007187721383675,2.6676857321875316,0.3816870847952605,23.12184111404106,2.7377673816687147,10.704489241899942
2019-05-15,2019-03-31,MFC,Services,20331453701.487354,3527225953.6205616,2253781859.60082,2961752263.052739,1699900829.6527357,1261851433.4000034,77551664173.64993,2139909403.883407,26210231573.612503,9848758449.68763,0.05966484196273775,0.06132887745315849,0.5598817951367738,0.558442162718737,0.3140881549347092,20.467908751420545,1.8651361483186764,10.546651698981991
2019-05-15,2019-03-31,MG,Technology,69201965198.41405,17972732994.175434,10614882071.770523,13045460045.756956,3501688050.958568,9543771994.798388,565111703303.2091,17532525137.427036,76737332021.14595,186982307218.72623,0.06017071535769479,0.05565072623418439,0.8990935490634727,2.0807331559348605,0.43911104229437115,11.07865576759117,2.4058740812675765,11.559312010739927
2019-05-15,2019-03-31,MO,Tourism,14433133851.335274,3890171073.0292253,2243796613.938302,2437550383.318537,1226935561.562421,1210614821.7561162,180376806006.59,2029137243.555469,17305986213.18384,59446212771.02742,0.12980642980980608,0.05651948447486717,0.5395385723625148,3.0562261481594657,0.23313083000858448,17.65984087402078,3.4283589071785774,10.296130120166886
2019-05-15,2019-03-31,MPT,Agri & Food,38979910234.251816,9842657327.874905,4021552088.7019563,5004905901.030037,3841791668.742679,1163114232.2873578,131687842679.46584,19243437365.39697,44606415181.558876,39911251698.39651,0.09503246626059501,0.07164365440762263,0.2892202330426058,0.8109852932777781,0.2585234761945422,9.115962287074078,3.2461605732568763,12.183431062652417
2019-05-15,2019-03-31,OR,Consumer,9172776283.68925,1828341451.1521745,790466306.342207,993763512.466704,878135230.3064601,115628282.16024387,170994757485.79306,1036923180.6010149,10817040234.42494,31336555069.0959,0.08907635896695314,0.043125705595115714,0.1462785715627787,3.4278668297268435,0.3524909320066733,23.01845938182149,1.493666462277082,8.744101319885448
2019-05-15,2019-03-31,OSP,Financials,24244512595.75227,7011133869.006861,3796180127.799246,5620146168.897773,1198213976.4301393,4421932192.467633,135380015600.50874,4048206170.1290526,25710972888.229664,58071387435.132225,0.1604072943627231,0.055402407776921556,1.164837295281653,1.6565476717493668,0.4395486416984376,17.657687029199405,2.582804975893224,7.5377154432656805
2019-05-15,2019-03-31,PTT,Industrials,45729298236.97312,10340552609.054197,5367106801.556194,7812741761.649776,2609583360.1663127,5203158401.483463,531990568260.8862,15304439254.284899,55993663099.69081,120842890402.51234,0.06338320176929503,0.05701976245976177,0.969453113915081,2.3372617493711543,0.22412160881302437,6.578762592833197,1.4608673418738065,13.046563675603142
2019-05-15,2019-03-31,PTTEP,Petrochem & Chem,64387040163.21813,12373200311.511784,5769712997.115309,7909359625.758651,5137181679.88924,2772177945.8694105,1111163090178.3474,28105307369.348835,77948874034.21233,184372726696.62326,0.05629691078387587,0.0429632167841242,0.4804706832480957,2.980194647379732,0.20620987230758658,16.242440011446554,2.7490758748405555,10.833652251957727
2019-05-15,2019-03-31,QPAC,Property,37465416778.488365,6430310573.825104,3192977889.009374,4112973421.3001175,3080138192.4656444,1032835228.8344731,674428935511.3269,17825679042.186356,43837025565.04453,92361619159.97672,0.14139334635981005,0.05476634217506078,0.32347083654716813,2.87269543514552,0.3881441435611358,13.346303182343393,2.4071254613857187,6.3560283958015384
2019-05-15,2019-03-31,RATCH,Health Care,17005961444.28033,3084749813.1339836,1805799510.8677502,2491756922.197039,1103279265.2869828,1388477656.9100564,428830818805.73804,3144962535.0792465,19711499966.95193,66216787957.229195,0.1117239212289558,0.049136580829291676,0.7688991211670247,4.293170724918891,0.2257621570371112,14.187767843565435,0.7018655035881745,14.895810137108146
2019-05-15,2019-03-31,SAWAD,Resources,38274718594.276024,10396915412.966242,5841923095.879343,7652885107.597236,2808587233.150545,4844297874.446691,85207240257.0306,6542982893.783388,47579926732.1898,27511409218.94835,0.09445263732284707,0.054612158170224426,0.8292299975437306,0.5292225266089635,0.4391503309584084,23.81705754336783,1.8273109123769733,11.36224889059304
2019-05-15,2019-03-31,SCC,Services,15838649500.412628,3780738816.4266047,2413954819.715007,2629199356.308734,635573617.3466043,1993625738.9621296,273086072840.22736,7426051395.139826,19273278009.52502,69557227278.92474,0.17910569591122535,0.05903731967025084,0.8258753323301629,3.6795573910957073,0.2369617345852152,11.055296586382477,1.3163077860135615,13.533475935068259
2019-05-15,2019-03-31,SCGP,Technology,31337436600.839245,5520171107.8246,2675521633.35139,3075062061.1624265,2525753758.805665,549308302.3567615,834064798121.8065,11337162123.29873,35181398924.57026,125398225305.7003,0.17792893220276682,0.047348748633644216,0.2053088622081861,4.543273128905509,0.3302337838501778,21.474496111718604,1.8536817194341766,6.453615335642513
2019-05-15,2019-03-31,SIRI,Tourism,35211155615.07917,6539741604.465006,3673803913.538456,4946469850.183088,2390679621.591085,2555790228.5920033,799862848731.7823,13187456136.224417,40396634642.155914,130820055756.32724,0.1939036991303995,0.056648804609297554,0.6956795432585764,4.000771396442022,0.24769901424183918,16.66186631167137,3.014016888798599,10.203511828162217
2019-05-15,2019-03-31,SPALI,Agri & Food,43000944162.70532,7376287173.634498,4224176875.5941477,4575670917.146027,2181807657.8276725,2393863259.318354,631211246959.9479,10164814829.505365,49679156049.0462,87450289565.64879,0.14127782992665203,0.05775030519018393,0.5667052611241918,2.3711194400952165,0.4419047565745059,16.892102301203636,1.2072293794433435,9.364993151407232
2019-05-15,2019-03-31,SPRC,Consumer,27389329812.299786,4918847708.765607,2102983543.0103436,2736616246.3946815,1514203743.9958954,1222412502.398786,415574248577.81195,3252444939.0142465,31540613816.929626,63312130266.81537,0.17552733544919139,0.04333853017468072,0.5812753535146298,2.5742667395044703,0.24223386357201288,9.01095879972742,2.3688852938324625,12.15313542020605
2019-05-15,2019-03-31,STA,Financials,13868927212.168056,3508797229.008569,1545934719.3895702,1814571207.8473325,1105977068.5013592,708594139.3459733,52354558805.27763,5742274201.040711,15735540820.346884,16066067804.37187,0.17369444482395263,0.04441603151222771,0.4583596774550543,0.9157592619800051,0.31167610236523247,9.306421077960316,2.656065731807688,13.525236711774038
2019-05-15,2019-03-31,STGT,Industrials,23933538810.04499,5611879083.343082,3254670378.826755,3672872588.7060156,2312949099.7400365,1359923488.965979,504221968585.1866,6353138606.123262,26050403449.88123,138541566238.19043,0.06857728279699785,0.05698780206443388,0.4178375474865153,4.937439462992104,0.43312951729520865,15.892829172479527,1.7944910680020585,14.08476363554017
2019-05-15,2019-03-31,TISCO,Petrochem & Chem,14659495660.93561,3106120939.418321,1662886685.8765223,2474282551.2476387,577447174.078517,1896835377.1691217,316775730837.6704,5498620598.385728,17513550156.925297,64752791545.820724,0.1343551798613883,0.04352813923528127,1.140688294205256,4.169367053553741,0.42460414327541707,10.588397631405394,1.914460145215659,13.271740767999335
2019-05-15,2019-03-31,TISCO,Property,25326058236.738075,4197729687.6223965,2561742954.345045,3493808757.441594,1827661337.5329123,1666147419.9086819,522793849038.1566,7268269339.737524,29019613980.9646,68180984185.66484,0.07102842924139136,0.03939244174589094,0.6503960192737847,3.2484694946749992,0.20853788249514732,17.267394411306498,1.9008070605727638,7.122985251412194
2019-08-14,2019-06-30,ADVANC,Agri & Food,54073026674.132965,16216596049.394444,8258865407.62825,11407310112.04699,3337122467.9664855,8070187644.080503,216719114875.03784,10177495029.622038,59035163049.2297,90186014168.19522,0.15365776674701956,0.06077922421150596,0.9771545176927723,1.112268122033698,0.22830039405780012,10.832029999196385,2.6819943594495204,14.573956927762183
2019-08-14,2019-06-30,AOT,Consumer,27960223071.719486,4712125635.632801,2120189727.828804,2678026807.8405023,1056568002.033107,1621458805.8073952,241481780754.3626,12197620303.582054,31285502022.858696,30963379527.937286,0.20965029195229942,0.04151686383573991,0.7647706167635583,1.314200083876972,0.24105303630681926,13.841568537872586,1.125328239460754,8.079546261318876
2019-08-14,2019-06-30,BDMS,Financials,5693625799.811272,1104709143.650187,587613510.2524089,847472599.0363166,484708465.868872,362764133.16744465,63050884505.069916,724892489.5854555,6401301088.223035,10664584243.595064,0.0756999543087367,0.05386990402643775,0.6173515871199415,1.9307497009316095,0.3665268525322579,12.00973536188008,1.7642196687663663,13.794530154787664
2019-08-14,2019-06-30,BBL,Industrials,17877283507.807884,2996778762.4554815,1300069825.2554362,1529184156.9099822,1746854449.3252113,-217670292.41522908,135159903800.65274,8159576365.747316,20473504115.761032,16752420095.094707,0.05969228809408724,0.060529611084642505,-0.16742969353393114,1.1180284847833222,0.2950400389522157,9.47102250798149,2.9691229829196506,8.89249282663851
2019-08-14,2019-06-30,BEM,Petrochem & Chem,17723075726.28671,4006687796.1721206,2180000561.739863,3204694039.83492,1638168941.630965,1566525098.203955,213886899253.61444,7766488623.712433,19703187158.09462,49669940453.10554,0.12523550630449296,0.046743027245330804,0.7185893094237132,2.479351672998272,0.26171961361794693,8.86435544162978,3.0320382848154797,7.497858736663895
2019-08-14,2019-06-30,BGRIM,Property,23093247293.49654,4184293063.713336,2089656860.499832,3066912456.2324877,1578198677.2308245,1488713779.0016632,169746808973.65536,5573537764.095544,26835492207.51675,24225082256.082535,0.13219081305562533,0.05021200781804063,0.7124202098164446,1.1579056192868131,0.2236555970958747,28.49556681095804,2.8349895560812266,9.547141741552524
2019-08-14,2019-06-30,BH,Health Care,68505372194.292816,17952112040.579105,10617351750.246164,13481146749.912235,4051239464.8997335,9429907285.0125,513419318675.9723,28887148608.37622,75180033012.3911,162289412479.42993,0.0868180057682677,0.04828063969563534,0.8881600145529573,1.8080258424478366,0.25127822690636337,13.211804488567523,1.796883118506125,8.960939012373146
2019-08-14,2019-06-30,BJC,Resources,36910963717.58558,7254978223.791933,3925418939.022007,4144607943.9900413,2056075945.187972,2088531998.8020692,771799468120.2412,7854077610.627908,42639769684.25457,130382856294.92828,0.1364997101175189,0.04614691262710134,0.5320532741207015,3.5943004175354107,0.3599879755636617,7.3002162128854176,4.158789545919253,7.589872996554867
2019-08-14,2019-06-30,BTS,Services,81556867586.81137,16414739035.20076,9619535986.207378,11697944772.151623,3907877058.3663177,7790067713.785305,413892468434.0585,16448471369.965605,100727476724.27673,68574242848.91811,0.05937213185471666,0.05915148543284306,0.8098174095876153,0.8355203540167572,0.3882613266441281,22.825354024663085,2.3732611079361865,8.894156589547217
2019-08-14,2019-06-30,CBG,Technology,87912961946.65361,19472170897.535313,11439010677.154587,14415559123.13899,8773195138.76149,5642363984.377501,1337191399848.1338,43485356504.166214,91167567687.16199,319553120800.65283,0.11430146930387951,0.05437652043914602,0.49325629144189403,3.282151974550513,0.25647585474478374,29.152278014159958,2.499942116896976,11.377103372434757
2019-08-14,2019-06-30,CPF,Tourism,48951421490.104,12385097799.65484,5894909832.673172,6935380777.154599,2173268140.539062,4762112636.615538,468977567737.9473,19898114760.979637,51563533254.036415,143965025512.55597,0.1413410636479615,0.05066750875277541,0.8078346864986833,2.324810475320883,0.24934972852837758,8.595118967974798,0.9847204282928778,13.440790191763458
2019-08-14,2019-06-30,CPN,Agri & Food,157576020445.72543,46950149334.46834,27451884583.936367,30595896846.50927,6999308719.513939,23596588126.99533,857718149088.5923,72461562389.25775,167244307694.53464,362402434515.77893,0.14278213572201445,0.04557548009304315,0.8595616834555327,1.5437754284190193,0.41906925579228904,12.390797574772579,2.037489116298418,13.136455809901658
2019-08-14,2019-06-30,DELTA,Consumer,14687316694.603241,2535918524.5143094,1611450775.374199,1998607343.0321205,1449047511.7747283,549559831.2573922,376119966263.4551,4658944092.15063,16005389261.327988,51975934280.449234,0.18854153072878255,0.04578381937009041,0.34103420325065625,4.099180141475871,0.2931219354933635,29.25621802991926,1.0440906277805195,11.076466211061692
2019-08-14,2019-06-30,EA,Financials,20362100462.370457,3501925354.936037,1737411532.5670197,2180993880.4521294,1371977517.4360514,809016363.016078,117832020065.65843,2982952908.4293756,21751050466.251507,16481180082.908772,0.20716517704666426,0.05820738355461831,0.46564463735356876,0.9412639284088795,0.3601073898420556,12.378647516816546,2.370103475864969,10.063214349553807
2019-08-14,2019-06-30,EGCO,Industrials,34263817702.664528,8199948959.105475,3902822021.112285,4560086396.893854,1784868737.4492965,2775217659.4445577,289104181844.0233,14350272822.940432,36108653793.91971,79367673128.08276,0.09487133352592583,0.056557716197196024,0.711079737797942,1.935808955004542,0.3831348127512796,15.874176286927522,1.6125211732791966,8.02569707045594
2019-08-14,2019-06-30,EP,Petrochem & Chem,26605321738.068993,7788810253.484427,3456738725.6098375,4538995481.859207,2015370468.8449774,2523625013.01423,148408063507.42026,7870921364.244015,28412578836.218113,60163708906.25057,0.21997801871232114,0.0547702519594003,0.7300595194879856,1.5448754546135088,0.35241127487055407,20.97386848406173,1.268456180612703,13.711905315191032
2019-08-14,2019-06-30,ERT,Property,34422626031.38861,7467032796.237985,3944993376.6362314,4914287153.787091,3116232557.2451296,1798054596.5419617,250411796125.22064,16319404545.467247,38154713703.17358,53699807300.99272,0.09938146404116055,0.06477479794599884,0.45578139806031936,1.4383171673773167,0.30635813354516306,10.702375316647915,2.403488547260127,6.704571453566727
2019-08-14,2019-06-30,GFPT,Health Care,393254945554.3497,68643657297.12649,31024800388.426483,44493346045.50014,27778267442.41738,16715078603.082756,8509262419751.605,95904218194.57182,421854812967.05756,1220870412620.183,0.18372960747510306,0.05172580996912705,0.5387650651676122,3.5571251902724312,0.3680934612500642,16.67110491494907,1.8968463468528205,8.97011302120362
2019-08-14,2019-06-30,GULF,Resources,11708645094.761272,2700580297.6832404,1146696036.6450386,1186210083.7394354,1055654243.2335876,130555840.50584781,29171314237.796543,2249896356.2367353,13341543949.333797,6879731296.64863,0.1459994997599324,0.06524371849353597,0.1138539214697413,0.5095002213080335,0.2138937762432475,18.15884030876665,1.2221422475478174,13.268986617677365
2019-08-14,2019-06-30,HMPRO,Services,17288189134.802258,3074979708.6423945,1774652233.5217304,2095937887.0351107,1650812976.3624756,445124910.6726351,108749279864.2189,6319984813.495052,20391565666.75678,14734141798.032724,0.10988675763594624,0.05139634914616115,0.25082374014727465,0.9583244895321835,0.20809600046963442,12.902479481454822,1.102021109704565,10.131352761179215
2019-08-14,2019-06-30,INTUCH,Technology,74945913942.23798,15509430917.98889,9773328095.275702,14177204589.790955,2321967749.6634245,11855236840.12753,575230953841.0712,23788702757.776505,81039469569.09341,115080952457.97548,0.14791015667664975,0.05619242510477605,1.2130194263976664,1.484012573594777,0.3554044519456892,11.105210652510277,1.3174380634393474,13.98853566502354
2019-08-14,2019-06-30,IRPC,Tourism,9631172085.365984,1778478059.2026973,1091052415.9941967,1276855120.3777628,408778983.3691528,868076137.00861,236634567380.09125,968187146.1964757,10491388531.607763,37417702743.79685,0.11278429664562109,0.03783993053895183,0.795631927745282,4.207834057910328,0.4111272591442186,21.00290066911702,2.32194535596726,7.722793309120689
2019-08-14,2019-06-30,JAS,Agri & Food,44416699371.04789,12226189677.201935,6199141257.336698,7971137837.558945,3086993452.9149933,4884144384.643951,583086393906.6439,6717388520.653618,48158207014.90441,205831859684.6914,0.08203509899706395,0.058551385364946654,0.7878743493485578,3.3670647212107987,0.43268461726699803,15.395499982311073,1.4543333027797138,7.56253956969632
2019-08-14,2019-06-30,KBANK,Consumer,14812502894.22239,2358387968.977298,1101027425.8050199,1572829809.966831,1364983692.1832938,207846117.78353715,402046883919.8017,5481369693.362984,17585376556.904385,43365175212.14019,0.16372030829849202,0.04502958728636446,0.18877469617214102,3.6775268346492846,0.25610495747758544,22.375236951631,2.0241410537000406,14.526682999574728
2019-08-14,2019-06-30,KCE,Financials,13938718189.118078,2256596807.143988,1310091903.0059502,1451898582.2966838,715880748.7566954,736017833.5399884,287577081722.169,1538515301.4692187,14759761605.106606,35956222104.70279,0.12348391884601521,0.05432054254327015,0.56180626095866,3.1867653087934644,0.3512503971980842,22.398900559224824,1.9663258109157589,7.255241355865136
2019-08-14,2019-06-30,KTB,Industrials,15173158988.513529,4346943731.882743,2634908469.375965,3338362553.430546,1372350148.9380198,1966012404.492526,32276469105.693874,2289043185.7022595,15888710288.656305,12779192889.509315,0.181482828504377,0.07286335174515743,0.7461406828139817,0.5879621949453856,0.2253385770674896,19.832778341420116,0.9869433363221954,7.781307790812842
2019-08-14,2019-06-30,LH,Petrochem & Chem,25170033974.725517,5234263286.655919,2723657344.3341026,3113630792.2971377,2137138189.4128208,976492602.8843169,587014736436.8938,3132800133.917135,28730414833.59236,112343631384.12408,0.19895458622290513,0.048530509235771624,0.35852255971760505,4.292624395510624,0.29401879188641444,20.991658687501445,3.773842661097744,9.337550249551413
2019-08-14,2019-06-30,M,Property,66992059535.34632,12182293948.450718,5148923910.647961,7312411705.725809,5207793561.221298,2104618144.5045109,1107259939508.479,21517526036.822666,73362990463.6629,168896793694.55237,0.10688154794825151,0.03935529657597966,0.4087491252593899,2.7728241398416067,0.3353818638882508,29.333155867193273,2.2943683746624934,12.306201601711084
2019-08-14,2019-06-30,MAJOR,Health Care,32876838612.47705,6765908195.674578,3368950017.9569845,5052953856.463525,1842173498.9616778,3210780357.5018473,584890931291.6279,10151807869.997944,38077662179.66594,108039057518.82153,0.16693130318435614,0.05029170094524717,0.9530507548013267,3.1936306078728802,0.4116944323717252,11.877737256261245,1.0577565057787417,13.63487309025734
